mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
woody,unisex,cannabis,1116,"['cannabis', 'red apple', 'violet leaf', 'patchouli', 'tobacco', 'incense', 'leather', 'cypress', 'cedar']",smoky,"Accords: woody, smoky, aromatic. Notes: cannabis, red apple, violet leaf, patchouli, tobacco, incense, leather, cypress. Profile: It smells like a leather jacket left in an old church — sweet apples and tobacco mixed with white flowers, then soft leather and something earthy and slightly woody..","3,78",2017.0,patchouli,maison-martin-margiela,5255,music-festival,aromatic,"It smells like a leather jacket left in an old church — sweet apples and tobacco mixed with white flowers, then soft leather and something earthy and slightly woody.",https://www.fragrantica.com/perfume/maison-martin-margiela/music-festival-46302.html
white floral,women,yellow floral,125,"['pear', 'water lily', 'bergamot', 'lily-of-the-valley', 'mimosa', 'honeysuckle', 'musk', 'woody notes']",fresh,"Accords: white floral, fresh, floral. Notes: pear, water lily, bergamot, lily-of-the-valley, mimosa, honeysuckle, musk, woody notes. Profile: It smells like fresh pear and water lily at first, then sweet honeysuckle, finishing with woody notes..","3,78",2016.0,fruity,marc-jacobs,5256,daisy-blush,floral,"It smells like fresh pear and water lily at first, then sweet honeysuckle, finishing with woody notes.",https://www.fragrantica.com/perfume/marc-jacobs/daisy-blush-34874.html
sweet,women,cherry,125,"['raspberry', 'sour cherry', 'orange blossom', 'solar notes', 'musk', 'berry fruits']",fruity,"Accords: sweet, fruity, white floral. Notes: raspberry, sour cherry, orange blossom, solar notes, musk, berry fruits. Profile: It smells like ripe raspberries and cherry blossoms at first, then settles into soft wood with a hint of powdery sweetness..","3,78",2019.0,musky,marc-jacobs,5257,daisy-dream-sunshine,white floral,"It smells like ripe raspberries and cherry blossoms at first, then settles into soft wood with a hint of powdery sweetness.",https://www.fragrantica.com/perfume/marc-jacobs/daisy-dream-sunshine-52931.html
aquatic,unisex,green,481,"['grass', 'clementine', 'wild strawberry', 'cypress', 'watery notes', 'sunflower', 'passion flower', 'white orchid', 'musk', 'moss', 'teak wood', 'amber']",fresh,"Accords: aquatic, fresh, sweet. Notes: grass, clementine, wild strawberry, cypress, watery notes, sunflower, passion flower, white orchid. Profile: It smells like clementine and strawberry jam at first, then white orchids and soft wood, finishing with something earthy and slightly woody..","3,78",2016.0,floral,marc-jacobs,5258,marc-jacobs-rain-splash-2016,sweet,"It smells like clementine and strawberry jam at first, then white orchids and soft wood, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/marc-jacobs/marc-jacobs-rain-splash-2016-36641.html
fruity,unisex,green,69,"['pomegranate', 'bergamot', 'mandarin orange', 'rhuburb', 'violet', 'musk', 'vanille', 'amber']",citrus,"Accords: fruity, citrus, woody. Notes: pomegranate, bergamot, mandarin orange, rhuburb, violet, musk, vanille, amber. Profile: It smells like pomegranate and orange peel at first, then white flowers and vanilla, finishing with a hint of powdery amber..","3,78",2010.0,fresh spicy,marc-jacobs,5259,pomegranate-splash,woody,"It smells like pomegranate and orange peel at first, then white flowers and vanilla, finishing with a hint of powdery amber.",https://www.fragrantica.com/perfume/marc-jacobs/pomegranate-splash-7484.html
fruity,unisex,fresh spicy,58,"['bergamot', 'sichuan pepper', 'mandarin orange', 'pink pepper', 'bitter orange', 'madagascar pepper', 'currant buds', 'red currant', 'raspberry', 'juniper berries', 'egyptian jasmine', 'texas cedar', 'patchouli']",citrus,"Accords: fruity, citrus, aromatic. Notes: bergamot, sichuan pepper, mandarin orange, pink pepper, bitter orange, madagascar pepper, currant buds, red currant. Profile: It smells like a spice market at dawn — sweet citrus peel mixed with powdery pepper, then softened by something earthy and slightly floral..","3,78",2023.0,woody,memo-paris,5260,ithaque,aromatic,"It smells like a spice market at dawn — sweet citrus peel mixed with powdery pepper, then softened by something earthy and slightly floral.",https://www.fragrantica.com/perfume/memo-paris/ithaque-79533.html
sweet,women,warm spicy,324,"['cotton candy', 'white peach', 'ginger', 'pepper', 'bergamot', 'patchouli', 'tuberose', 'jasmine sambac', 'violet', 'madagascar vanilla', 'white musk', 'sandalwood', 'oakmoss', 'cedar']",powdery,"Accords: sweet, powdery, woody. Notes: cotton candy, white peach, ginger, pepper, bergamot, patchouli, tuberose, jasmine sambac. Profile: It smells like sweet peaches and white flowers at first, then soft vanilla and powdery moss, finishing with a warm, slightly woody base..","3,78",2018.0,white floral,montale,5261,sweet-flowers,woody,"It smells like sweet peaches and white flowers at first, then soft vanilla and powdery moss, finishing with a warm, slightly woody base.",https://www.fragrantica.com/perfume/montale/sweet-flowers-51489.html
vanilla,women,sweet,1573,"['apricot', 'apricot blossom', 'vanilla', 'ylang-ylang', 'jasmine', 'benzoin', 'sandalwood', 'resins', 'mahogany']",woody,"Accords: vanilla, woody, amber. Notes: apricot, apricot blossom, vanilla, ylang-ylang, jasmine, benzoin, sandalwood, resins. Profile: It smells like ripe apricots and white flowers at first, then settles into soft vanilla and powdery wood..","3,78",2008.0,powdery,montale,5262,vanilla-extasy,amber,"It smells like ripe apricots and white flowers at first, then settles into soft vanilla and powdery wood.",https://www.fragrantica.com/perfume/montale/vanilla-extasy-4059.html
floral,women,green,82,"['almond blossom', 'mandarin orange', 'garden dill', 'peach', 'frangipani', 'rose', 'amber', 'clover', 'cedar']",fruity,"Accords: floral, fruity, sweet. Notes: almond blossom, mandarin orange, garden dill, peach, frangipani, rose, amber, clover. Profile: It smells like sweet almonds and orange peel at first, then soft peach and rose petals, finishing with something earthy and slightly woody..","3,78",2007.0,citrus,montblanc,5263,femme-individuelle-soul-senses,sweet,"It smells like sweet almonds and orange peel at first, then soft peach and rose petals, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/montblanc/femme-individuelle-soul-senses-5611.html
patchouli,women,floral,572,"['amalfi lemon', 'cornflower or sultan seeds', 'pink pepper', 'patchouli', 'vanille']",citrus,"Accords: patchouli, citrus, vanilla. Notes: amalfi lemon, cornflower or sultan seeds, pink pepper, patchouli, vanille. Profile: It smells like a spice market at dawn — sweet lemon and pepper mixed with powdery spice, then soft vanilla and something faintly sweet..","3,78",2012.0,woody,mugler,5264,angel-aqua-chic,vanilla,"It smells like a spice market at dawn — sweet lemon and pepper mixed with powdery spice, then soft vanilla and something faintly sweet.",https://www.fragrantica.com/perfume/mugler/angel-aqua-chic-14220.html
fruity,women,warm spicy,195,"['coriander', 'red berries', 'black currant', 'mandarin blossom', 'spices', 'woody notes']",woody,"Accords: fruity, woody, aromatic. Notes: coriander, red berries, black currant, mandarin blossom, spices, woody notes. Profile: It smells like fresh coriander and red berries at first, then sweet black currants and white flowers, with a woody finish..","3,78",2013.0,soft spicy,mugler,5265,womanity-aqua-chic,aromatic,"It smells like fresh coriander and red berries at first, then sweet black currants and white flowers, with a woody finish.",https://www.fragrantica.com/perfume/mugler/womanity-aqua-chic-17656.html
musky,women,white floral,97,"['orange blossom', 'osmanthus', 'bergamot', 'egyptian musk', 'amber', 'vetiver', 'vanilla']",citrus,"Accords: musky, citrus, powdery. Notes: orange blossom, osmanthus, bergamot, egyptian musk, amber, vetiver, vanilla. Profile: It smells like orange blossoms and osmanthus at first, then settles into something earthy and slightly powdery with a hint of vanilla..","3,78",2013.0,amber,narciso-rodriguez,5266,narciso-rodriguez-for-her-10th-anniversary-limited-edition,powdery,"It smells like orange blossoms and osmanthus at first, then settles into something earthy and slightly powdery with a hint of vanilla.",https://www.fragrantica.com/perfume/narciso-rodriguez/narciso-rodriguez-for-her-10th-anniversary-limited-edition-18827.html
aromatic,men,warm spicy,114,"['lemon', 'watery notes', 'lavender', 'grapefruit', 'mint', 'juniper', 'apple', 'ginger', 'black pepper', 'pepper', 'cardamom', 'priprioca', 'pine', 'geranium', 'cedar', 'violet', 'moss', 'patchouli', 'vetiver', 'sandalwood', 'amber']",fresh spicy,"Accords: aromatic, fresh spicy, citrus. Notes: lemon, watery notes, lavender, grapefruit, mint, juniper, apple, ginger. Profile: It smells like citrus peel and mint at first, then white flowers with a hint of powdery spice, finishing with something earthy and slightly sweet..","3,78",2023.0,woody,natura,5267,kaiak-o2,citrus,"It smells like citrus peel and mint at first, then white flowers with a hint of powdery spice, finishing with something earthy and slightly sweet.",https://www.fragrantica.com/perfume/natura/kaiak-o2-87211.html
sweet,women,caramel,3501,"['pink pepper', 'peach', 'pear', 'rose', 'raspberry', 'white flowers', 'jasmine', 'caramel', 'siam benzoin', 'amber', 'vanilla', 'musk', 'patchouli', 'virginia cedar']",fruity,"Accords: sweet, fruity, rose. Notes: pink pepper, peach, pear, rose, raspberry, white flowers, jasmine, caramel. Profile: It smells like sweet peaches and roses at first, then white flowers with a hint of powdery vanilla, finishing with something earthy and slightly woody..","3,78",2015.0,amber,nina-ricci,5268,l-extase,rose,"It smells like sweet peaches and roses at first, then white flowers with a hint of powdery vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/nina-ricci/l-extase-29668.html
amber,women,sweet,36,"['grapefruit', 'bergamot', 'mandarin orange', 'pear', 'tiare flower', 'red berries', 'lily-of-the-valley', 'green notes', 'jasmine', 'benzoin', 'amber', 'virginia cedar', 'musk']",citrus,"Accords: amber, citrus, white floral. Notes: grapefruit, bergamot, mandarin orange, pear, tiare flower, red berries, lily-of-the-valley, green notes. Profile: It smells like ripe pear and orange peel at first, then white flowers with a hint of jasmine underneath..","3,78",2011.0,fruity,o-boticario,5269,accordes-lumiere-silver,white floral,"It smells like ripe pear and orange peel at first, then white flowers with a hint of jasmine underneath.",https://www.fragrantica.com/perfume/o-boticario/accordes-lumiere-silver-12538.html
aromatic,men,woody,171,"['green notes', 'lemon', 'bergamot', 'ginger', 'pink pepper', 'lavender', 'cypress', 'geranium', 'violet', 'musk', 'cedar', 'amber', 'vetiver', 'olibanum']",green,"Accords: aromatic, green, citrus. Notes: green notes, lemon, bergamot, ginger, pink pepper, lavender, cypress, geranium. Profile: It smells like a garden shed left open in the middle of summer — citrus peel and lemon peel mixed with white flowers, then softens into something earthy and slightly powdery..","3,78",2021.0,fresh spicy,o-boticario,5270,arbo-botanic,citrus,"It smells like a garden shed left open in the middle of summer — citrus peel and lemon peel mixed with white flowers, then softens into something earthy and slightly powdery.",https://www.fragrantica.com/perfume/o-boticario/arbo-botanic-67268.html
green,women,powdery,55,"['red fruits', 'green notes', 'bergamot', 'pepper', 'mint', 'almond', 'jasmine', 'freesia', 'musk', 'cedar', 'sandalwood', 'vanilla', 'amber']",fresh spicy,"Accords: green, fresh spicy, fruity. Notes: red fruits, green notes, bergamot, pepper, mint, almond, jasmine, freesia. Profile: It smells like a spice market at dawn — sweet fruits and spices mixed with powdered sugar, then soft wood and something slightly earthy..","3,78",2020.0,woody,o-boticario,5271,capricho-tenho-super-poderes,fruity,"It smells like a spice market at dawn — sweet fruits and spices mixed with powdered sugar, then soft wood and something slightly earthy.",https://www.fragrantica.com/perfume/o-boticario/capricho-tenho-super-poderes-69632.html
fruity,women,amber,90,"['raspberry', 'orange', 'mandarin orange', 'grapefruit', 'milk', 'violet', 'pear', 'lotus', 'jasmine', 'lily-of-the-valley', 'osmanthus', 'vanilla', 'norlimbanol\x99', 'sandalwood', 'tonka bean', 'cashmere wood', 'amber', 'musk', 'cedar']",sweet,"Accords: fruity, sweet, lactonic. Notes: raspberry, orange, mandarin orange, grapefruit, milk, violet, pear, lotus. Profile: It smells like ripe raspberries and orange peel at first, then creamy vanilla and powdery vanilla, finishing with a soft vanilla-sweet finish..","3,78",2021.0,powdery,o-boticario,5272,intense-gloss,lactonic,"It smells like ripe raspberries and orange peel at first, then creamy vanilla and powdery vanilla, finishing with a soft vanilla-sweet finish.",https://www.fragrantica.com/perfume/o-boticario/intense-gloss-65987.html
amber,men,fresh spicy,174,"['tangerine', 'ginger', 'mint', 'black pepper', 'thyme', 'amber', 'peach', 'basil', 'vetiver', 'violet leaf', 'vanilla', 'tonka bean', 'guaiac wood', 'leather', 'musk', 'cashmere wood']",aromatic,"Accords: amber, aromatic, citrus. Notes: tangerine, ginger, mint, black pepper, thyme, amber, peach, basil. Profile: It smells like tangerine and mint at first, then white flowers and vanilla, finishing with a hint of powdery wood and soft leather..","3,78",2016.0,vanilla,o-boticario,5273,men-only,citrus,"It smells like tangerine and mint at first, then white flowers and vanilla, finishing with a hint of powdery wood and soft leather.",https://www.fragrantica.com/perfume/o-boticario/men-only-38547.html
rose,women,patchouli,245,"['damask rose', 'bergamot', 'bourbon rose', 'white rose', 'labdanum', 'rosa rubiginosa', 'patchouli', 'oakmoss']",floral,"Accords: rose, floral, woody. Notes: damask rose, bergamot, bourbon rose, white rose, labdanum, rosa rubiginosa, patchouli, oakmoss. Profile: It smells like a rose garden at dawn — sweet rose petals mixed with white flowers, then soft mossy wood and something slightly earthy..","3,78",2020.0,earthy,o-boticario,5274,rose,woody,"It smells like a rose garden at dawn — sweet rose petals mixed with white flowers, then soft mossy wood and something slightly earthy.",https://www.fragrantica.com/perfume/o-boticario/rose-60778.html
