all_notes,target_description
"['lavender', 'lemon', 'bergamot', 'clary sage', 'tarragon', 'mandarin orange', 'orange', 'neroli', 'pepper', 'cinnamon', 'coriander', 'geranium', 'violet', 'jasmine', 'rose', 'tobacco', 'tonka bean', 'sandalwood', 'musk', 'cedar', 'amber', 'coumarin', 'iris']","It smells like a mix of citrusy lemon and sweet orange, with a subtle hint of warm resin and dry wood."
"['aldehydes', 'galbanum', 'clary sage', 'gardenia', 'bergamot', 'narcissus', 'iris', 'carnation', 'orris root', 'lily-of-the-valley', 'jasmine', 'rose', 'neroli', 'oakmoss', 'leather', 'vetiver', 'patchouli', 'labdanum', 'sandalwood', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pink pepper', 'peppermint', 'bergamot', 'lemon', 'absinthe', 'orange', 'lavender', 'bulgarian rose', 'clove', 'allspice', 'orris root', 'jasmine', 'vetiver', 'cedar', 'white musk', 'tonka bean']","It smells like sweet citrus and floral notes at first, followed by warm resin, slightly sweet plastic, and dry wood."
"['galbanum', 'tagetes', 'narcissus', 'hiacynth', 'orange', 'black currant', 'mandarin orange', 'cassis', 'narcissus', 'orris root', 'rosemary', 'rose', 'italian jasmine', 'orange blossom', 'vetiver', 'amber', 'sandalwood', 'cedar', 'patchouli']","It smells like citrus peel, warm resin, and dry wood."
"['pear', 'kumquat', 'bergamot', 'lavender', 'grapefruit', 'cardamom', 'geranium', 'coriander', 'ambergris', 'suede', 'amberwood', 'haitian vetiver']","It smells like warm resin, slightly sweet plastic, and grapefruit."
"['melon', 'chamomile', 'marigold', 'tagetes', 'hiacynth', 'apricot', 'oakmoss', 'apple', 'coriander', 'mandarin orange', 'ylang-ylang', 'litchi', 'black currant', 'cassia', 'peach', 'lily-of-the-valley', 'carnation', 'rose', 'jasmine', 'cloves', 'oakmoss', 'musk', 'sandalwood', 'amber', 'vetiver', 'cedar', 'vanilla']","It smells like warm resin, sweet citrus, and a hint of damp soil."
"['sea notes', 'fern', 'clary sage', 'mandarin orange', 'white tea', 'white iris', 'mate', 'exotic woods', 'ambrette (musk mallow)', 'tonka bean', 'amber']","It smells like mandarin orange, followed by dry wood and warm resin, with a subtle hint of skin."
"['lavender extract', 'lavender', 'rosemary', 'oakmoss', 'mint', 'basil', 'geranium', 'patchouli', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['lavender', 'water notes', 'basil', 'geranium', 'marigold', 'tobacco', 'hay', 'clary sage', 'moepel accord', 'bran', 'sandalwood', 'cypress', 'musk', 'amber', 'labdanum']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['juniper berries', 'citruses', 'blood orange', 'sicilian lemon', 'pimento', 'lavender', 'clary sage', 'geranium', 'vetiver', 'cedar', 'patchouli']","It smells like citrus peel, followed by a subtle hint of damp soil and dry wood, finishing with a sweet and earthy aroma of wet leaves."
"['red apple', 'cardamom', 'calabrian bergamot', 'lavender', 'bourbon geranium', 'clary sage', 'tobacco leaf', 'patchouli', 'haitian vetiver']","It smells like a sweet and tangy red apple, followed by the earthy aroma of wet leaves and forest floor, finishing with a subtle hint of damp soil."
"['bergamot', 'cassia', 'tomato leaf', 'tangerine', 'rose', 'pepper', 'sandalwood', 'patchouli']","It smells like citrus peel and warm resin, then earthy notes of wet leaves and dry wood."
"['rosemary', 'bergamot', 'lemon', 'mandarin orange', 'lavender', 'tonka bean', 'orris root', 'basil', 'jasmine', 'vanilla', 'leather', 'spices', 'benzoin', 'sandalwood', 'amber', 'brazilian rosewood']","It smells like citrus peel, warm resin, and dry wood."
"['mint', 'lavender', 'bergamot', 'thyme', 'cedar', 'sandalwood', 'geranium', 'jasmine', 'oakmoss', 'musk', 'vanilla', 'amber']","It smells like minty freshness, followed by a subtle hint of warm resin and dry wood."
"['juniper berries', 'coriander', 'ginger', 'rosemary', 'bergamot', 'mandarin orange', 'sandalwood', 'lavender', 'orange blossom', 'geranium', 'tonka bean', 'musk', 'cedar', 'oakmoss']","It smells like warm resin, dry wood, and citrus peel."
"['myrtle', 'lemon', 'bergamot', 'basil', 'sea notes', 'jasmine', 'rose', 'juniper', 'cedar', 'mastic or lentisque', 'amber']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['rhubarb', 'quince', 'pepper', 'wormwood', 'basil', 'fennel', 'cinnamon', 'juniper berries', 'lavender', 'green leaves', 'orris root', 'jasmine', 'tobacco', 'suede', 'balsam fir', 'tonka bean', 'woody notes', 'oakmoss', 'patchouli']","It smells like damp earth, warm resin, and slightly sweet plastic."
"['bergamot', 'citron', 'petitgrain', 'vetiver', 'lavender', 'hedione', 'myrrh', 'oakmoss', 'patchouli']","It smells like citrus peel and light florals at first, then shifts into damp soil, warm resin, and dry wood."
"['cardamom', 'mint', 'bergamot', 'mandarin orange', 'lavender', 'amber', 'patchouli', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['lavender', 'pink pepper', 'plum', 'geranium', 'vetiver', 'truffle', 'cedar', 'oak']","It smells like dry wood, warm resin, and slightly sweet plastic, with hints of damp soil and plum."
"['aldehydes', 'galbanum', 'artemisia', 'bergamot', 'neroli', 'gardenia', 'ylang-ylang', 'orange', 'carnation', 'jasmine', 'violet root', 'tuberose', 'rose', 'oakmoss', 'leather', 'civet', 'vetiver', 'patchouli', 'myrrh', 'musk', 'amber', 'coconut']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['apple', 'bergamot', 'ginger', 'lavender', 'sage', 'juniper berries', 'geranium', 'tonka bean', 'amberwood', 'cedar', 'vetiver']","It smells like citrus peel and light florals at first, then shifts into warm resin, dry wood, and skin."
"['sicilian lemon', 'petitgrain', 'neroli', 'cardamom', 'ginger', 'coriander', 'basil', 'oakmoss', 'vetiver', 'cedar']","It smells like a combination of citrus peel and sweet basil, with a subtle hint of damp soil and dry wood."
"['marine notes', 'bergamot', 'rosemary', 'clary sage', 'geranium', 'olibanum', 'patchouli']","It smells like dry leaves, warm resin, and slightly sweet plastic."
"['kumquat', 'aldehydes', 'coriander', 'brazilian rosewood', 'cyclamen', 'cinnamon', 'clary sage', 'labdanum', 'musk', 'ambergris', 'cedar', 'wormwood']","It smells like sweet citrus peel and warm cinnamon, with subtle notes of dry wood and skin."
"['sea notes', 'green mandarin', 'clary sage', 'lavender', 'geranium', 'mineral notes', 'vetiver', 'patchouli']","It smells like green mandarin, damp soil, and wet leaves."
"['mint', 'lemon', 'basil', 'thyme', 'black currant', 'rosemary', 'lavender', 'jasmine', 'lemon verbena', 'musk']","It smells like a burst of citrus, followed by a subtle blend of fresh mint and sweet black currant, finishing with a dry, woody note that's reminiscent of old books."
"['lemon', 'tomato leaf', 'cacao pod', 'cedar', 'white musk', 'vetiver']","It smells like a burst of citrusy freshness, followed by the earthy sweetness of cedar and the subtle muskiness of skin."
"['blood orange', 'juniper berries', 'pimento', 'lemon', 'sicilian lemon', 'cardamom', 'fig nectar', 'lavender', 'geranium', 'clary sage', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha']","It smells like a combination of citrus peel, warm resin, and damp soil, with notes of wet leaves and dry wood."
"['absinthe', 'anise', 'fennel', 'lavender', 'black vanilla husk', 'musk']","It smells like anise and black vanilla husk at first, then sweet lavender and fennel come together like a warm cup of tea."
"['leather', 'tomato leaf', 'vanilla', 'tomato leaf', 'galbanum', 'labdanum', 'orris root', 'clary sage', 'leather', 'vanilla absolute', 'benzoin', 'tolu balsam', 'myrrh', 'opoponax', 'sandalwood', 'musk']","It smells like leather, warm resin, and dry wood."
"['aldehydes', 'mint', 'lavender', 'bergamot', 'mandarin orange', 'lemon', 'artemisia', 'neroli', 'seagrass', 'ginger', 'geranium', 'jasmine', 'cyclamen', 'brazilian rosewood', 'rose', 'musk', 'sandalwood', 'cedar', 'guaiac wood', 'amber']","It smells like citrus peel and light florals at first, then shifts into warm resin and dry wood."
"['bergamot', 'rosemary', 'mint', 'lemon', 'tarragon', 'mandarin orange', 'juniper', 'brazilian rosewood', 'sage', 'bourbon geranium', 'coriander', 'sandalwood', 'musk', 'oakmoss', 'cedar', 'vanilla', 'patchouli', 'ambergris']","It smells like citrus peel and sweet fabric, with notes of dry wood and slightly sweet plastic."
"['juniper', 'bergamot', 'mandarin orange', 'orange blossom', 'woody notes', 'pimento', 'lily-of-the-valley', 'sage', 'musk', 'cardamom']","It smells like citrus peel, followed by a sweet and floral bouquet, and finally settles into a warm, resinous scent with notes of dry wood and skin."
"['cannabis', 'grapefruit', 'black pepper', 'geranium', 'leather', 'vetiver']","It smells like citrusy grapefruit and sweet leather at first, then develops into damp soil and dry wood."
"['star anise', 'rosemary', 'bergamot', 'lavender', 'geranium', 'cloves', 'coumarin', 'patchouli', 'oakmoss', 'vetiver', 'guaiac wood']","It smells like warm resin, damp soil, and dry wood."
"['citron', 'bergamot', 'lavender', 'haitian vetiver', 'elemi']","It smells like citrus peel and sweet lavender, with hints of damp soil and dry wood."
"['lavender', 'brandy', 'immortelle', 'orange', 'juniper berries', 'clary sage', 'bergamot', 'tonka bean', 'vanilla', 'cedar']","It smells like dry wood, warm resin, and slightly sweet plastic, with hints of citrus peel and light florals."
"['juniper berries', 'orange', 'angelica', 'cinnamon', 'pepper', 'cardamom', 'leather', 'orris root', 'vetiver', 'sugar', 'cherry', 'amber']","It smells like warm resin, slightly sweet plastic, and cherry."
"['sicilian mandarin', 'rosemary', 'amyris', 'iris', 'milk chocolate', 'coconut', 'coffee', 'tonka bean', 'agarwood (oud)']","It smells like a sweet and tangy blend of citrus and creamy milk chocolate, with subtle hints of dry wood and warm resin."
"['sage', 'bergamot', 'cardamom', 'lemon', 'mandarin orange', 'carnation', 'patchouli', 'cedar', 'basil', 'orris root', 'jasmine', 'leather', 'oakmoss', 'styrax', 'vetiver', 'amber', 'vanilla', 'coconut']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['cardamom', 'sage', 'french narcissus', 'haitian vetiver', 'madagascar vetiver', 'vanilla', 'palo santo', 'cedar']","It smells like warm vanilla and sweet French narcissus at first, then dries down to damp soil and dry wood."
"['coriander', 'aldehydes', 'cardamon', 'rhubarb', 'lily-of-the-valley', 'pink rose', 'ambroxan', 'oak moss', 'sandalwood']","It smells like coriander and cardamon at first, then warm resin and dry wood."
"['driftwood', 'seaweed', 'agarwood (oud)', 'ambrette (musk mallow)', 'cardamom', 'celery seeds', 'lemon', 'cypress', 'lavender', 'yellow mandarin', 'myrtle', 'artemisia', 'incense', 'vetiver', 'oak', 'olibanum', 'mastic or lentisque', 'vanilla']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['orange blossom', 'lemon', 'lavender', 'cardamom', 'nutmeg', 'coriander', 'rosemary', 'geranium', 'litchi', 'tonka bean', 'teak wood', 'vetiver']","It smells like a sweet blend of citrus peel, floral notes, and warm resin, with hints of damp soil and dry wood."
"['lemon', 'lavender', 'rosemary', 'neroli', 'cloves', 'geranium', 'clover', 'tobacco', 'sandalwood', 'ambergris']","It smells like citrusy lemon and sweet rosemary at first, then warm resin and dry wood."
"['fern', 'wild berries', 'chamomile', 'leather', 'narcissus', 'lily', 'birch', 'vetiver', 'patchouli']","It smells like damp earth, wild berries, and a hint of warm resin."
"['cypress', 'lemon', 'bergamot', 'green notes', 'basil', 'gardenia', 'cinnamon', 'vetiver', 'patchouli', 'cedar', 'coriander', 'geranium', 'jasmine', 'leather', 'oakmoss', 'benzoin', 'musk', 'amber', 'tonka bean']","It smells like citrus peel and light florals at first, then shifts into damp soil, wet leaves, and slightly sweet plastic."
"['green notes', 'lavender', 'artemisia', 'rosemary', 'bergamot', 'coriander', 'cinnamon', 'neroli', 'pine tree', 'juniper berries', 'carnation', 'tarragon', 'geranium', 'caraway', 'jasmine', 'rose', 'orris root', 'lily-of-the-valley', 'oakmoss', 'leather', 'cedar', 'patchouli', 'sandalwood', 'vetiver', 'musk', 'amber', 'tonka bean', 'coconut']","It smells like citrus peel and light florals at first, then shifts into damp soil, warm resin, and dry wood."
"['absinthe', 'grapefruit', 'mint', 'lavender', 'cypress', 'patchouli']","It smells like dry wood and warm resin at first, then a hint of wet leaves and forest floor."
"['lavender', 'bergamot', 'aldehydes', 'coriander', 'artemisia', 'green notes', 'neroli', 'lemon', 'tarragon', 'carnation', 'cinnamon', 'rose', 'jasmine', 'cyclamen', 'leather', 'oakmoss', 'sandalwood', 'cedar', 'musk', 'patchouli', 'amber']","It smells like warm resin, dry wood, and slightly sweet plastic with a hint of citrus peel and light florals."
"['mint', 'mojito', 'rhuburb', 'rum', 'geranium', 'floral notes', 'vetiver', 'virginia cedar', 'patchouli']","It smells like minty freshness with hints of floral notes and damp soil, then dries down to wet leaves and slightly sweet plastic."
"['geranium', 'tonka bean', 'sandalwood']",It smells like warm spices and dry wood.
"['sea notes', 'bergamot', 'cardamom', 'basil', 'verbena', 'clary sage', 'orris', 'suede', 'woodsy notes', 'vetiver', 'patchouli']","It smells like citrus peel and light florals at first, then shifts into damp soil, wet leaves, and dry wood."
"['green mandarin', 'pepper', 'gin', 'mint', 'juniper berries', 'madagascar vanilla', 'musk']","It smells like a burst of citrusy green mandarin, followed by a subtle hint of warm resin and dry wood, finishing with a sweet and creamy note of Madagascar vanilla."
"['ginger', 'juniper berries', 'bergamot', 'sage', 'lavender', 'geranium', 'vetiver', 'patchouli', 'cedar']","It smells like dry wood, warm resin, and slightly sweet plastic, with hints of ginger and lavender."
"['pineapple', 'lavender', 'lemon', 'juniper berries', 'neroli', 'bergamot', 'cactus', 'ginger', 'sage', 'cardamom', 'violet', 'coriander', 'musk', 'sandalwood', 'mahogany', 'cedar', 'pepper', 'amber', 'vetiver']","It smells like warm pineapple, followed by a blend of citrus peel, lavender, and dry wood, finishing with a subtle hint of skin and fabric."
"['artemisia', 'juniper', 'bergamot', 'lemon', 'green apple', 'caraway', 'basil', 'grapefruit', 'honey', 'lavender', 'rose', 'jasmine', 'sage', 'geranium', 'lily-of-the-valley', 'orris root', 'tobacco', 'oakmoss', 'patchouli', 'sandalwood', 'musk', 'amber', 'cinnamon', 'cedar']","It smells like a combination of citrus peel, warm resin, and dry wood."
"['mint', 'sage', 'geranium', 'patchouli', 'chocolate', 'tonka bean', 'vanilla', 'coffee']","It smells like a combination of fresh mint, wet leaves, and dry wood, with a hint of warm chocolate and a subtle sweetness."
