all_notes,target_description
"['passionfruit', 'lime', 'pepper', 'ginger', 'vodka', 'gin', 'mint', 'spices', 'amber', 'leather', 'woodsy notes']","It smells like a combination of juicy, tart lime and sweet caramel at first, followed by a subtle blend of woodsy notes and a hint of warm glue."
"['lavender', 'bitter orange', 'mint', 'clary sage', 'ambrette (musk mallow)', 'ambroxan']","It smells like floral soap and juicy fruit at first, then warm glue and sawdust."
"['aldehydes', 'angelica', 'tea', 'mandarin orange', 'mate', 'ink', 'magnolia', 'nutmeg', 'west indian bay', 'coriander', 'caraway', 'cinnamon', 'incense', 'patchouli', 'cedar', 'vetiver', 'amber', 'labdanum']","It smells like citrus peel, soap, and slightly sweet caramel at first, then warm glue, damp soil, and sawdust."
"['lemon', 'ginger', 'lavender', 'mint', 'apple', 'juniper', 'guatemalan cardamom', 'geranium', 'tonka bean', 'amberwood', 'haitian vetiver']","It smells like citrus peel and soap at first, then warm plastic, smoke, and sawdust."
"['sicilian lemon', 'lavender', 'dark chocolate', 'pelargonium leaf', 'lily-of-the-valley', 'honeysuckle', 'magnolia', 'musk', 'cashmere wood', 'teak wood', 'vetiver', 'amber']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['melon', 'bergamot', 'mint', 'black currant', 'sea water', 'green apple', 'cappuccino', 'cardamom', 'nutmeg', 'amber', 'woodsy notes']","It smells like a combination of green apple and citrus, with a subtle hint of mint, followed by the warmth of caramel and the dryness of sawdust."
"['aldehydes', 'myrrh', 'artemisia', 'thyme', 'clover', 'bergamot', 'gardenia', 'patchouli', 'sage', 'jasmine', 'cardamom', 'orris root', 'leather', 'oakmoss', 'musk', 'vetiver', 'sandalwood', 'amber', 'coconut']","It smells like citrus peel, soap, and sugar at first, then warm plastic, smoke, and sawdust."
"['apple', 'aldehydes', 'grapefruit', 'ginger', 'sage', 'lavender', 'geranium', 'tonka bean', 'cedar', 'olibanum', 'patchouli']","It smells like citrus peel, soap, and juicy grape at first, then ginger, warm spices, and sawdust."
"['bergamot', 'pink pepper', 'artemisia', 'lavender', 'iris', 'sage', 'suede', 'saffron', 'musk', 'caramel', 'haitian vetiver', 'patchouli']","It smells like citrus peel, soap, and sweet caramel at first, then damp soil and roots."
"['fir', 'lemon', 'orange', 'petitgrain', 'cardamom', 'sea notes', 'rosemary', 'lily-of-the-valley', 'jasmine', 'rose', 'sage', 'musk', 'vetiver', 'oakmoss', 'brazilian rosewood', 'sandalwood']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['neroli', 'bergamot', 'black pepper', 'petitgrain', 'black pepper', 'lavender', 'cardamom', 'juniper berries', 'sage', 'vetiver', 'oakmoss', 'iris', 'leather', 'agarwood (oud)']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['aldehydes', 'bergamot', 'ginger', 'mint', 'lemon', 'apple', 'violet leaf', 'pineapple', 'sage', 'geranium', 'ambergris', 'musk', 'cedar', 'balsam fir', 'incense', 'vetiver']","It smells like citrus, sugar, and soap at first, then fresh mint and warm apple."
"['rosemary', 'clary sage', 'brazilian rosewood', 'lavender', 'geranium', 'tonka bean', 'oakmoss', 'honey', 'musk', 'amber', 'tobacco']","It smells like earthy soil, dry leaves, and warm glue, with hints of sweet caramel and fresh laundry."
"['sea notes', 'bergamot', 'pear', 'apple', 'grapefruit', 'lemon', 'lavender', 'rosemary', 'geranium', 'woody notes', 'tonka bean', 'amberwood', 'patchouli', 'labdanum']","It smells like citrusy grapefruit, sweet pear, and a hint of wet leaves."
"['wormwood', 'mint', 'basil', 'incense', 'lavender', 'rose', 'tobacco', 'leather', 'sandalwood', 'guaiac wood', 'vetiver', 'oak moss', 'amber', 'vanille', 'musk']","It smells like minty freshness, followed by the scent of damp soil and warm glue, with a subtle hint of pencil shavings."
"['lavender', 'lemon', 'bergamot', 'clary sage', 'tarragon', 'mandarin orange', 'orange', 'neroli', 'pepper', 'cinnamon', 'coriander', 'geranium', 'violet', 'jasmine', 'rose', 'tobacco', 'tonka bean', 'sandalwood', 'musk', 'cedar', 'amber', 'coumarin', 'iris']","It smells like citrus peel, soap, and juicy mandarin orange at first, then warm caramel, sweet spices, and dry wooden boards."
"['aldehydes', 'galbanum', 'clary sage', 'gardenia', 'bergamot', 'narcissus', 'iris', 'carnation', 'orris root', 'lily-of-the-valley', 'jasmine', 'rose', 'neroli', 'oakmoss', 'leather', 'vetiver', 'patchouli', 'labdanum', 'sandalwood', 'amber']","It smells like warm soap, followed by a mix of citrus peel and damp soil, finishing with a subtle hint of glue and dry wood."
"['pink pepper', 'peppermint', 'bergamot', 'lemon', 'absinthe', 'orange', 'lavender', 'bulgarian rose', 'clove', 'allspice', 'orris root', 'jasmine', 'vetiver', 'cedar', 'white musk', 'tonka bean']","It smells like citrus and sweet soap at first, then warm spices and dry wood."
"['galbanum', 'tagetes', 'narcissus', 'hiacynth', 'orange', 'black currant', 'mandarin orange', 'cassis', 'narcissus', 'orris root', 'rosemary', 'rose', 'italian jasmine', 'orange blossom', 'vetiver', 'amber', 'sandalwood', 'cedar', 'patchouli']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['pear', 'kumquat', 'bergamot', 'lavender', 'grapefruit', 'cardamom', 'geranium', 'coriander', 'ambergris', 'suede', 'amberwood', 'haitian vetiver']","It smells like citrusy peel, sweet grape, and a hint of warm caramel at first, then it dries down to a blend of earthy damp soil, crushed leaves, and a touch of smoky wood."
"['melon', 'chamomile', 'marigold', 'tagetes', 'hiacynth', 'apricot', 'oakmoss', 'apple', 'coriander', 'mandarin orange', 'ylang-ylang', 'litchi', 'black currant', 'cassia', 'peach', 'lily-of-the-valley', 'carnation', 'rose', 'jasmine', 'cloves', 'oakmoss', 'musk', 'sandalwood', 'amber', 'vetiver', 'cedar', 'vanilla']","It smells like sweet and juicy apricot, fresh mandarin orange, and slightly tart black currant, with hints of warm glue and damp soil."
"['sea notes', 'fern', 'clary sage', 'mandarin orange', 'white tea', 'white iris', 'mate', 'exotic woods', 'ambrette (musk mallow)', 'tonka bean', 'amber']","It smells like citrus peel, sweet orange, and soap at first, then warm plastic, glue, and sawdust."
"['lavender extract', 'lavender', 'rosemary', 'oakmoss', 'mint', 'basil', 'geranium', 'patchouli', 'amber']","It smells like floral soap and crushed leaves, with a hint of warm glue and smoky wood at first, then a subtle sweetness and dry wood undertones."
"['lavender', 'water notes', 'basil', 'geranium', 'marigold', 'tobacco', 'hay', 'clary sage', 'moepel accord', 'bran', 'sandalwood', 'cypress', 'musk', 'amber', 'labdanum']","It smells like lavender, with hints of soap and shampoo, along with a subtle sweetness of sugar and caramel."
"['juniper berries', 'citruses', 'blood orange', 'sicilian lemon', 'pimento', 'lavender', 'clary sage', 'geranium', 'vetiver', 'cedar', 'patchouli']","It smells like citrus peel, wet leaves, and soap at first, then damp soil and roots."
"['red apple', 'cardamom', 'calabrian bergamot', 'lavender', 'bourbon geranium', 'clary sage', 'tobacco leaf', 'patchouli', 'haitian vetiver']","It smells like a combination of sweet, juicy apple and fresh soap at first, with hints of damp soil and roots lingering in the background."
"['bergamot', 'cassia', 'tomato leaf', 'tangerine', 'rose', 'pepper', 'sandalwood', 'patchouli']","It smells like citrus and flowers at first, then warm soil and dried leaves."
"['rosemary', 'bergamot', 'lemon', 'mandarin orange', 'lavender', 'tonka bean', 'orris root', 'basil', 'jasmine', 'vanilla', 'leather', 'spices', 'benzoin', 'sandalwood', 'amber', 'brazilian rosewood']","It smells like citrus peel and soap at first, then leather and glue, with a hint of sweet caramel."
"['mint', 'lavender', 'bergamot', 'thyme', 'cedar', 'sandalwood', 'geranium', 'jasmine', 'oakmoss', 'musk', 'vanilla', 'amber']","It smells like fresh citrus, sweet vanilla, and a hint of sawdust."
"['juniper berries', 'coriander', 'ginger', 'rosemary', 'bergamot', 'mandarin orange', 'sandalwood', 'lavender', 'orange blossom', 'geranium', 'tonka bean', 'musk', 'cedar', 'oakmoss']","It smells like citrus peel and soap at first, then rubber, sawdust, and caramel."
"['myrtle', 'lemon', 'bergamot', 'basil', 'sea notes', 'jasmine', 'rose', 'juniper', 'cedar', 'mastic or lentisque', 'amber']","It smells like citrusy lemon zest and sweet soap at first, then warm glue and sawdust."
"['rhubarb', 'quince', 'pepper', 'wormwood', 'basil', 'fennel', 'cinnamon', 'juniper berries', 'lavender', 'green leaves', 'orris root', 'jasmine', 'tobacco', 'suede', 'balsam fir', 'tonka bean', 'woody notes', 'oakmoss', 'patchouli']","It smells like a combination of fresh-cut grass, crushed leaves, and a hint of damp soil, with a subtle undertone of warm glue and sawdust."
"['bergamot', 'citron', 'petitgrain', 'vetiver', 'lavender', 'hedione', 'myrrh', 'oakmoss', 'patchouli']","It smells like citrus peel and soap at first, then wet leaves and damp soil, with a hint of glue and sawdust."
"['cardamom', 'mint', 'bergamot', 'mandarin orange', 'lavender', 'amber', 'patchouli', 'musk']","It smells like citrus peel, soap, and a hint of glue at first, then a subtle forest floor and sawdust."
"['lavender', 'pink pepper', 'plum', 'geranium', 'vetiver', 'truffle', 'cedar', 'oak']","It smells like sweet plums and soap at first, then damp soil and sawdust."
"['aldehydes', 'galbanum', 'artemisia', 'bergamot', 'neroli', 'gardenia', 'ylang-ylang', 'orange', 'carnation', 'jasmine', 'violet root', 'tuberose', 'rose', 'oakmoss', 'leather', 'civet', 'vetiver', 'patchouli', 'myrrh', 'musk', 'amber', 'coconut']","It smells like citrus peel and soap at first, then warm plastic, damp soil, and sawdust."
"['apple', 'bergamot', 'ginger', 'lavender', 'sage', 'juniper berries', 'geranium', 'tonka bean', 'amberwood', 'cedar', 'vetiver']","It smells like citrus peel and soap at first, then rubber, sawdust, and caramel."
"['sicilian lemon', 'petitgrain', 'neroli', 'cardamom', 'ginger', 'coriander', 'basil', 'oakmoss', 'vetiver', 'cedar']","It smells like a combination of citrus peel, soap, and crushed leaves, with a dry, woody undertone that's reminiscent of sawdust and pencil shavings."
"['marine notes', 'bergamot', 'rosemary', 'clary sage', 'geranium', 'olibanum', 'patchouli']","It smells like citrus and soap at first, then wet leaves, forest floor, and glue."
"['kumquat', 'aldehydes', 'coriander', 'brazilian rosewood', 'cyclamen', 'cinnamon', 'clary sage', 'labdanum', 'musk', 'ambergris', 'cedar', 'wormwood']","It smells like citrus peel and soap at first, then cinnamon and warm glue."
"['sea notes', 'green mandarin', 'clary sage', 'lavender', 'geranium', 'mineral notes', 'vetiver', 'patchouli']","It smells like green mandarin and soap, with notes of wet leaves, damp soil, and a hint of glue."
"['mint', 'lemon', 'basil', 'thyme', 'black currant', 'rosemary', 'lavender', 'jasmine', 'lemon verbena', 'musk']","It smells like a burst of citrus fruit, followed by a subtle sweetness and a dry, earthy undertone."
"['lemon', 'tomato leaf', 'cacao pod', 'cedar', 'white musk', 'vetiver']","It smells like a combination of sour citrus and sweet sugar at first, followed by a hint of fresh cut grass and the dry, earthy scent of sawdust."
"['blood orange', 'juniper berries', 'pimento', 'lemon', 'sicilian lemon', 'cardamom', 'fig nectar', 'lavender', 'geranium', 'clary sage', 'cedar', 'patchouli', 'vetiver', 'cypriol oil or nagarmotha']","It smells like citrus peel, sweet fig, and a hint of wet leaves at first, then warm glue and damp soil."
"['absinthe', 'anise', 'fennel', 'lavender', 'black vanilla husk', 'musk']","It smells like a combination of anise, fennel, and sweet black vanilla, with a subtle musky undertone, reminiscent of clean laundry."
"['leather', 'tomato leaf', 'vanilla', 'tomato leaf', 'galbanum', 'labdanum', 'orris root', 'clary sage', 'leather', 'vanilla absolute', 'benzoin', 'tolu balsam', 'myrrh', 'opoponax', 'sandalwood', 'musk']","It smells like leather, sweet vanilla, and warm galbanum, with a dry orris root and labdanum undertone, and a hint of musk at the end."
"['aldehydes', 'mint', 'lavender', 'bergamot', 'mandarin orange', 'lemon', 'artemisia', 'neroli', 'seagrass', 'ginger', 'geranium', 'jasmine', 'cyclamen', 'brazilian rosewood', 'rose', 'musk', 'sandalwood', 'cedar', 'guaiac wood', 'amber']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['bergamot', 'rosemary', 'mint', 'lemon', 'tarragon', 'mandarin orange', 'juniper', 'brazilian rosewood', 'sage', 'bourbon geranium', 'coriander', 'sandalwood', 'musk', 'oakmoss', 'cedar', 'vanilla', 'patchouli', 'ambergris']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['juniper', 'bergamot', 'mandarin orange', 'orange blossom', 'woody notes', 'pimento', 'lily-of-the-valley', 'sage', 'musk', 'cardamom']","It smells like citrusy mandarin and sweet soap at first, then earthy sage and smoky pimento."
"['cannabis', 'grapefruit', 'black pepper', 'geranium', 'leather', 'vetiver']","It smells like grapefruit and soap at first, then leather, smoke, and sawdust."
"['star anise', 'rosemary', 'bergamot', 'lavender', 'geranium', 'cloves', 'coumarin', 'patchouli', 'oakmoss', 'vetiver', 'guaiac wood']","It smells like citrus peel, soap, and forest floor, with notes of damp soil and glue."
"['citron', 'bergamot', 'lavender', 'haitian vetiver', 'elemi']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['lavender', 'brandy', 'immortelle', 'orange', 'juniper berries', 'clary sage', 'bergamot', 'tonka bean', 'vanilla', 'cedar']","It smells like citrus peel, sweet vanilla, and sawdust."
"['juniper berries', 'orange', 'angelica', 'cinnamon', 'pepper', 'cardamom', 'leather', 'orris root', 'vetiver', 'sugar', 'cherry', 'amber']","It smells like citrusy orange and sweet cherry at first, then warm sugar and dry leather."
"['sicilian mandarin', 'rosemary', 'amyris', 'iris', 'milk chocolate', 'coconut', 'coffee', 'tonka bean', 'agarwood (oud)']","It smells like citrus peel and soap at first, then coconut, milk chocolate, and sawdust."
"['sage', 'bergamot', 'cardamom', 'lemon', 'mandarin orange', 'carnation', 'patchouli', 'cedar', 'basil', 'orris root', 'jasmine', 'leather', 'oakmoss', 'styrax', 'vetiver', 'amber', 'vanilla', 'coconut']","It smells like citrus peel and soap at first, then warm plastic and damp soil."
"['cardamom', 'sage', 'french narcissus', 'haitian vetiver', 'madagascar vetiver', 'vanilla', 'palo santo', 'cedar']","It smells like warm, sweet spices, fresh cut grass, and damp soil."
